奇异轮播,#genre#
魅力时尚,http://ik6.iptv8.net:8888/udp/225.1.4.205:1253
魅力时尚,http://pve.hualing.space:23234/rtp/239.3.1.196:9012
房山区电视,https://live.funhillrm.com/2/sd/live.m3u8
房山无线,http://live.funhillrm.com/2/sd/live.m3u8$山东酒店源-cache:http://47.104.102.192/ZHGXTV/Public/json/live_interface.txt
石景山电视,http://live.dxhmt.cn:9081/tv/11521-1.m3u8
文山综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
文山综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
文山综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
文山综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
北京冬奥纪实,http://139.196.214.238/rtp/239.45.1.14:5140$上海电信组播源-cache:139.196.214.238
北京冬奥纪实,http://jackgao.top:35455/gptv/G_BEIJINGJS-HD.m3u8
北京冬奥纪实,http://222.178.93.246:35699/gptv/G_BEIJINGJS-HD.m3u8
房山有线频道,http://live.funhillrm.com/5/sd/live.m3u8
延庆电视台,http://drive.mxmy.net:8888/udp/239.3.1.187:8001
顺义电视,https://livebjsy.chinamcache.com/live/zb02.m3u8
党员教育频道,https://12371wbndali.v.myalicdn.com/12371wbnd/dangyuanwang_2hd.m3u8
北京IPTV淘精彩,http://omnix.cn:4000/udp/225.1.8.33:8002
爱上4K,http://125.71.164.143:6868/udp/239.93.0.97:5140
爱上4K,http://pve.hualing.space:23234/rtp/239.3.1.236:2000
爱上4K,http://111.196.131.153:20000/udp/239.3.1.236:2000
IPTV热播剧场,http://139.129.231.228/rtp/239.21.1.128:5002
IPTV魅力时尚,rtsp://115.153.212.72/PLTV/88888888/224/3221226981/86440822.smil
IPTV魅力时尚,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226981/86440822.smil
IPTV魅力时尚,rtsp://115.153.230.145/PLTV/88888888/224/3221226981/86440822.smil
IPTV魅力时尚,rtsp://115.153.233.154/PLTV/88888888/224/3221226981/86440822.smil
IPTV魅力时尚,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226981/86440822.smil
IPTV魅力时尚,rtsp://115.153.245.70/PLTV/88888888/224/3221226981/86440822.smil
IPTV魅力时尚,rtsp://115.153.247.80/PLTV/88888888/224/3221226981/86440822.smil
IPTV魅力时尚,rtsp://115.153.254.81/PLTV/88888888/224/3221226981/86440822.smil
解密,http://drive.mxmy.net:8888/udp/239.3.1.75:4120
解密,http://pve.hualing.space:23234/rtp/239.3.1.75:4120
军事,http://drive.mxmy.net:8888/udp/239.3.1.76:4120
军事,http://pve.hualing.space:23234/rtp/239.3.1.76:4120
军事,http://ik6.iptv8.net:8888/udp/225.1.4.181:1230
鉴赏,http://pve.hualing.space:23234/rtp/239.3.1.82:4120
鉴赏,http://drive.mxmy.net:8888/udp/239.3.1.82:4120
武术,http://pve.hualing.space:23234/rtp/239.3.1.87:4120
密云,http://omnix.cn:4000/udp/225.1.8.75:8002
顺义,https://livebjsy.chinamcache.com/live/zb02.flv
房山,http://live.funhillrm.com/2/sd/live.m3u8
房山,https://live.funhillrm.com/2/playlist.m3u8
通州,http://pull.dayuntongzhou.com/live/tztv.m3u8
顺义,https://livebjsy.chinamcache.com/live/zb02.m3u8#https://livebjsy.chinamcache.com/live/zb02.flv
延庆,https://videoplay.yanqingrmzx.com/yanqappvideo/yqingappvideo.m3u8?auth_key=1725670927-0-0-692111986e725c19ea6478b894e23911
上海综合,#genre#
上海新闻综合,http://123.207.224.130:123/shanghai/shanghai.php?id=xwzh
新纪实,http://123.207.224.130:123/shanghai/shanghai.php?id=xjs
魔都眼,http://123.207.224.130:123/shanghai/shanghai.php?id=mdy
乐游,http://123.207.224.130:123/shanghai/shanghai.php?id=ly
第一财经,http://123.207.224.130:123/shanghai/shanghai.php?id=dycj
上海都市,http://123.207.224.130:123/shanghai/shanghai.php?id=ds
五星体育,http://123.207.224.130:123/shanghai/shanghai.php?id=wxty
第一财经,http://123.207.224.130:123/shanghai/caijing.php?id=dycj
第一财经2,http://123.207.224.130:123/shanghai/caijing.php?id=dycj2
第一财经3,http://123.207.224.130:123/shanghai/caijing.php?id=dycjhd
第一财经4,http://123.207.224.130:123/shanghai/caijing.php?id=dycjhd2
东方财经1,http://123.207.224.130:123/shanghai/caijing.php?id=dfcj
东方财经2,http://123.207.224.130:123/shanghai/caijing.php?id=dfcj2
东方财经3,http://123.207.224.130:123/shanghai/caijing.php?id=dfcjhd
看看新闻,http://123.207.224.130:123/shanghai/kankan.php
上海新闻,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=shxwzh&zy.m3u8=
上海都市,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=ds&zy.m3u8=
五星体育,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=wxty&zy.m3u8=
欢笑剧场,http://www.cdnstv.com:6398/hls/1171/index.m3u8
都市剧场,http://183.237.95.108:9901/tsfile/live/1069_1.m3u8?amp%3Bplaylive=0&amp%3Bauthid=0
都市剧场,https://pili-live-hls.wdit.com.cn/wditlive/8818dfe5f4df45ba9a3f32964d172fb2b6d3.m3u8
都市剧场,http://www.cdnstv.com:6398/hls/1179/index.m3u8
都市剧场,http://183.64.174.171:40123/ch1.m3u8?zzhongqd=
都市剧场,http://183.239.236.91:8088/hls/127/index.m3u8
都市剧场,http://112.46.85.60:8009/hls/72/index.m3u8
都市剧场,http://112.46.105.20:8009/hls/72/index.m3u8
游戏风云,http://www.cdnstv.com:6398/hls/1184/index.m3u8
上海长宁区电视台,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd=
金山电视台,http://pili-live-hls.wdit.com.cn/wditlive/8818dfe5f4df45ba9a3f32964d172fb2b6d3.m3u8
金山电视台,http://live.dxhmt.cn:9081/tv/10883-1.m3u8
金鹰纪实,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-7.m3u8
金鹰纪实,http://120.238.94.10:9901/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://116.128.242.83:9901/tsfile/live/1001_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0
金鹰纪实,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=jyjs&zy.m3u8=
新闻综合,https://xatv-yt.xiancity.cn/live/1/index.m3u8
新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
新闻综合,http://106.53.99.30/tv/hot.php?id=shxw
新闻综合,https://m3u8channel.yunxya.com/nmip-media/channellive/channel100028/playlist.m3u8
新闻综合,http://p2.vzan.com/slowlive/596867413819827251/live.m3u8
都市频道,http://106.53.99.30/tv/hot.php?id=shds
都市频道,https://xatv-yt.xiancity.cn/live/2/index.m3u8
都市频道,rtmp://livein.gstv.com.cn/49048r/oj57of.flv
上海五星体育,http://106.53.99.30/tv/hot.php?id=wxty
上海五星体育,http://t.061899.xyz/tl/dq.php?id=wxty
上海新闻综合,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=shxwzh&zy.m3u8
全纪实,http://cntv.dfkj.live/bestv.php?id=qjshd8m/8000000
动漫秀场,http://183.237.95.108:9901/tsfile/live/1104_1.m3u8?amp%3Bamp%3Bplaylive=0&amp%3Bamp%3Bauthid=0
动漫秀场,http://www.cdnstv.com:6398/hls/1180/index.m3u8
生活时尚,http://www.cdnstv.com:6398/hls/1186/index.m3u8
生活时尚,http://115.150.63.77:9902/tsfile/live/0001_45.m3u8
魅力足球,http://www.cdnstv.com:6398/hls/1185/index.m3u8
上海新闻,https://mursor.ottiptv.cc/migu/651632657.m3u8?migutoken=82d8fb54484c2d2147b066a9629b14f2e8bd7d65d6f513e6e74d7594bf559cf6c019f6ed2230efb74677966218a1aa805bacdf9cf0060da63b190c9c52144f89e27d8034401893b890614c2b96
上海新闻,https://mursor.ottiptv.cc/migu/651632657.m3u8?migutoken=11f45038dc20cd75935e63a97510e183f732dd3c8f6b83c498e5a8311c9ea7d67b1fdeb8784d14ca203cc55e1145cb79656dcb0e0908864d8edfdc0722a01198039c5fdf6100b545e28880a1e8
上海新闻,https://mursor.ottiptv.cc/migu/651632657.m3u8?migutoken=2c1df649aa4a05375c169ba80b0e1237948ea4ca1f76374295c3a13814b384753f3baf0671b15276cc4e08d3b8cc736174d9e248cc91974b4a90971bb67c1980a21d82ed456a9630f45e87f4b0
上海新闻,https://mgtv.ottiptv.cc/migu/651632657.m3u8?migutoken=3d07ca6dd63fe88d489828ac56bd02581e576f20c460c32bec943a86a2d159b51a177f4186aa91045ee1c3b1b14ede5accc85b0c58c01a8201e6e8277e222da8b0cd553a74a01b9b3bb56893f8
上海都市,http://cloud.sunrisecom.cn:8888/udp/239.45.3.236:5140
上海都市,http://router.870503.xyz:18885/udp/239.45.3.236:5140
上海都市,http://ip.laosiji.space:5555/udp/239.45.3.236:5140
上海都市,https://migu.188766.xyz/?migutoken=b57f4db7fffdf3d14149eeedf0ab227b&id=ds&type=sz
上海都市,https://migu.188766.xyz/?migutoken=09c68e99d572222a68b28ef2d265e95f&id=ds&type=sz
上海都市,https://zby.130519.xyz/PLTV/11/224/3221225749/index.m3u8
上海都市,https://migu.188766.xyz/?migutoken=63cd8ecac8c6c861f718e19f1b4496f7&id=ds&type=sz
上海都市,https://migu.188766.xyz/?migutoken=25fca555af4be46a9744edda1dbd024d&id=ds&type=sz
上海都市,https://migu.188766.xyz/?migutoken=4ead67713757caca01a77ed73f260a7c&id=ds&type=sz
上海都市,https://migu.188766.xyz/?migutoken=c289fd3d15d37d58abe9de8c0f29c297&id=ds&type=sz
法治天地,http://116.234.101.217:4022/rtp/239.45.1.46:5140
法治天地,http://router.870503.xyz:18885/udp/239.45.1.46:5140
法治天地,http://ip.laosiji.space:5555/udp/239.45.1.46:5140
法治天地,http://cloud.sunrisecom.cn:8888/udp/239.45.1.46:5140
法治天地,http://ss.btc8080.top:8188/rtp/239.49.0.96:8000
法治天地,http://116.234.40.123:4022/rtp/239.45.1.46:5140
法治天地,http://58.32.33.197:4022/rtp/239.45.1.46:5140
法治天地,http://116.237.148.215:8881/rtp/239.45.1.46:5140
法治天地,http://lijiahe.cn:8887/udp/239.49.0.96:8000
法治天地,https://zby.130519.xyz/PLTV/11/224/3221225994/index.m3u8
上海纪实,http://wddpmpc.sosos.run:4022/udp/239.109.205.215:9216
嘉定频道,http://116.234.101.217:4022/rtp/239.45.3.185:5140
嘉定频道,http://116.234.40.123:4022/rtp/239.45.3.185:5140
嘉定频道,http://58.32.33.197:4022/rtp/239.45.3.185:5140
新闻综合,http://116.234.101.217:4022/rtp/239.45.3.209:5140
新闻综合,http://home.amucn.net:8800/udp/239.49.0.214:8000
新闻综合,http://kouki.pro:8888/udp/239.49.0.214:8000
新闻综合,http://116.234.40.123:4022/rtp/239.45.3.209:5140
新闻综合,http://58.32.33.197:4022/rtp/239.45.3.209:5140
新闻综合,http://124.116.170.138:8081/udp/239.111.205.242:5140
新闻综合,https://tv-1.iill.top/migu/shxw
新闻综合,https://zby.130519.xyz/PLTV/11/224/3221226136/index.m3u8
新闻综合,https://migu.188766.xyz/?migutoken=ab52e6b62ed5785f357e5b5f07f64dda&id=xwzh&type=sz
新闻综合,https://migu.188766.xyz/?migutoken=1f3e782d6259d3de81dfb5807babec9f&id=xwzh&type=sz
都市频道,http://116.234.101.217:4022/rtp/239.45.3.236:5140
都市频道,http://116.234.40.123:4022/rtp/239.45.3.236:5140
都市频道,http://124.116.170.138:8081/udp/239.111.205.243:5140
上海新闻综合,http://ip.laosiji.space:5555/udp/239.45.3.209:5140
上海新闻综合,http://router.870503.xyz:18885/udp/239.45.3.209:5140
上海新闻综合,http://cloud.sunrisecom.cn:8888/udp/239.45.3.209:5140
上海新闻综合,https://migu.188766.xyz/?migutoken=836b48d8bc26ef6a3c07034507cd8d10&id=xwzh&type=sz
上海新闻综合,https://mursor.ottiptv.cc/migu/651632657.m3u8?migutoken=371d4666b7be914eb88ffc7649854fb657a883670a866aab40dfdf77095337fa6c66bff385a39b72ee7ed0dc22b9a7bb91f99d7dbc357fd22b730d411bf7cb71409b781f7ba7173ad8049983fa
上海新闻综合,https://mursor.ottiptv.cc/migu/651632657.m3u8?migutoken=891ea160d5a9d17fc47ce2898bfcdd054e03af82bba1da321a94e14e8b00525d6212945c962d287cf0cb809c6ce37ab43683f4a65896451ab1db207903872927aba991ba4e84ddcd4f158f63a4
上海新闻综合,https://mursor.ottiptv.cc/migu/651632657.m3u8?migutoken=046a8f02cf690c7975f3133a446fedb40c99cc6223e320629b59df82a51cc5de643c343f0c4e0a76b36f992ac036a0d248283bca39782f198fcc73db6b7947e5e4eb218a6d7fe1b713032da7b3
上海新闻综合,https://migu.188766.xyz/?migutoken=b839cf64bcde676ae23027bf6603e6d4&id=xwzh&type=sz
上海新闻综合,https://mursor.ottiptv.cc/migu/651632657.m3u8?migutoken=bf0435b73604e33accbc2b77315bfc4555e64332ace3dbb064122f87d1cefd593ebea5a96d11c3bcc84775556183e174c2294aeba60fb552bdf1b521450fb2b333c2b29534b8e836035615dd7a
上海新闻综合,https://mursor.ottiptv.cc/migu/651632657.m3u8?migutoken=7f16255f51d063bff9a860d31fbece25d2e6881eba96c584310baead91eb9da58085de6f38d6d8b4bc35be236f384de7719a6a69c5b002fd057f4332281c49c6911c460d7d7ce82e4cee76387a
上海新闻综合,https://mgtv.ottiptv.cc/migu/651632657.m3u8?migutoken=348c9164063c2b1df215dd2fa7cd92cb119d8a335ae0edfb5d615a6c714e71b669eee2f5ff1730afa92af7ca41d0aa96e3a280d7e5f2069eb8a3b852f3ebc270147489d7c8bfb08a7c4b9c4d80
上海新闻综合,https://migu.188766.xyz/?migutoken=7a1c0dc8f979f80f01048ae578052ded&id=xwzh&type=sz
上海教育,http://116.234.101.217:4022/rtp/239.45.0.13:5140
上海教育,http://ip.laosiji.space:5555/udp/239.45.0.13:5140
上海教育,http://router.870503.xyz:18885/udp/239.45.0.13:5140
上海教育,http://cloud.sunrisecom.cn:8888/udp/239.45.0.13:5140
上海教育,http://58.32.33.197:4022/rtp/239.45.0.13:5140
上海教育,http://116.234.40.123:4022/rtp/239.45.0.13:5140
生活时尚,http://116.234.101.217:4022/rtp/239.45.3.132:5140
生活时尚,http://168250.xyz:1111/rtp/239.5.1.41:5000
生活时尚,http://ss.btc8080.top:8188/rtp/239.49.8.40:8004
生活时尚,http://router.870503.xyz:18885/rtp/239.45.3.132:5140
生活时尚,http://ip.laosiji.space:5555/udp/239.45.3.132:5140
生活时尚,http://lijiahe.cn:8887/udp/239.49.8.40:8004
生活时尚,http://218.81.49.40:10010/rtp/239.45.3.132:5140
生活时尚,http://www.li0580.top:4022/udp/233.50.200.15:5140
生活时尚,http://www.li0580.top:4022/udp/233.50.201.187:5140
生活时尚,http://lijiahe.cn:8887/udp/239.49.0.97:8000
生活时尚,http://cloud.sunrisecom.cn:8888/udp/239.45.3.132:5140
生活时尚,http://b.402089.xyz:4022/udp/233.50.200.15:5140
生活时尚,http://116.234.40.123:4022/rtp/239.45.3.132:5140
生活时尚,http://58.32.33.197:4022/rtp/239.45.3.132:5140
生活时尚,http://180.165.4.254:7088/rtp/239.45.3.132:5140
生活时尚,http://218.8.87.96:4000/udp/229.58.190.93:5000
生活时尚,https://zby.130519.xyz/PLTV/11/224/3221225768/index.m3u8
极速汽车,http://nas.hssvm.com:8888/udp/225.1.1.141:5002
极速汽车,http://sh.lnott.top:880/dx112.m3u8
东方财经,http://115.150.63.77:9902/tsfile/live/1042_1.m3u8
上海东方影视,http://106.53.99.30/tv/hot.php?id=shys
上海东方影视,http://cntv.dfkj.live/bestv.php?id=dfyshd8m/8000000
东方购物,http://ocj2.kksmg.com/ocj2/ocj2.m3u8
上海东方购物频道,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
东方财经,http://116.234.101.217:4022/rtp/239.45.0.17:5140
东方财经,http://116.237.148.215:8881/rtp/239.45.0.17:5140
东方财经,http://lijiahe.cn:8887/udp/239.49.0.95:8000
东方财经,http://ss.btc8080.top:8188/rtp/239.49.0.95:8000
东方财经,http://123.174.106.183:8888/udp/239.1.1.85:8085
东方财经,http://116.234.40.123:4022/rtp/239.45.0.17:5140
东方财经,http://58.32.33.197:4022/rtp/239.45.0.17:5140
东方财经,https://zby.130519.xyz/PLTV/11/224/3221226134/index.m3u8
第一财经,http://106.53.99.30/tv/hot.php?id=dycj
第一财经,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=dycj&zy.m3u8=
第一财经,http://116.234.101.217:4022/rtp/239.45.3.211:5140
第一财经,https://cdn3.163189.xyz/163189/dycj
第一财经,http://ip.laosiji.space:5555/udp/239.45.3.211:5140
第一财经,http://router.870503.xyz:18885/udp/239.45.3.211:5140
第一财经,http://cloud.sunrisecom.cn:8888/udp/239.45.3.211:5140
第一财经,http://116.237.148.215:8881/rtp/239.45.3.211:5140
第一财经,http://58.32.33.197:4022/rtp/239.45.3.211:5140
第一财经,http://116.234.40.123:4022/rtp/239.45.3.211:5140
第一财经,https://zby.130519.xyz/PLTV/11/224/3221225737/index.m3u8
金鹰卡通,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-5.m3u8
金鹰卡通,http://218.94.31.154:1111/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://183.24.62.163:44443/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://113.15.109.216:59901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://218.15.183.23:9901/tsfile/live/23041_1.m3u8
金鹰卡通,http://171.14.89.243:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://183.237.95.108:9901/tsfile/live/1099_1.m3u8?key=txiptv&playlive=0&authid=0
金鹰卡通,http://120.198.101.106:9901/tsfile/live/1061_1.m3u8?key=txiptv
金鹰卡通,http://110.80.17.38:9999/tsfile/live/0016_2.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://218.89.240.144:59901/tsfile/live/1002_1.m3u8
金鹰卡通,http://120.238.94.10:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://113.200.114.168:9003/hls/50/index.m3u8
金鹰卡通,http://120.198.95.220:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&down=1
金鹰卡通,http://58.19.43.46:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://www.cdnstv.com:6398/hls/1149/index.m3u8
金鹰卡通,http://112.99.193.34:9901/tsfile/live/1034_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
哈哈炫动,http://171.14.89.243:9901/tsfile/live/1022_1.m3u8?key=txiptv
哈哈炫动,http://183.237.95.108:9901/tsfile/live/1100_1.m3u8
哈哈炫动,http://120.238.94.10:9901/tsfile/live/1037_1.m3u8
哈哈炫动,http://120.198.95.220:9901/tsfile/live/1034_1.m3u8
哈哈炫动,http://60.29.124.66:6080/hls/62/index.m3u8
东方卫视,video://https://live.kankanews.com/huikan?id=1
上海新闻综合,video://https://live.kankanews.com/huikan?id=2
上海都市,video://https://live.kankanews.com/huikan?id=4
第一财经,video://https://live.kankanews.com/huikan?id=5
哈哈炫动,video://https://live.kankanews.com/huikan?id=9
五星体育,video://https://live.kankanews.com/huikan?id=10
魔都眼,video://https://live.kankanews.com/huikan?id=11
新纪实,video://https://live.kankanews.com/huikan?id=12
浙江综合,#genre#
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$浙江官方
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?$浙江官方
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?$LR•IPV4『线路3』
浙江公共新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
钱江新闻,http://ali-m-l.cztv.com:80/channels/lantian/channel002/1080p.m3u8
浙江教科,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$浙江官方
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$LR•IPV4『线路2』
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel06/720p.m3u8
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江经济,http://ali-m-l.cztv.com/channels/lantian/channel03/720p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?$浙江官方
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?
钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?$浙江官方
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8\r\n
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$浙江官方
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/720p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际,,https://ali-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?$浙江官方
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?$LR•IPV4『线路3』
浙江教育,http://ali-m-l.cztv.com/channels/lantian/channel04/720p.m3u8
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?$浙江官方
浙江影视,http://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?$浙江官方
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8\r\n
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8\r\n
浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8?zzhed
浙江休闲台,http://ali-m-l.cztv.com/channels/lantian/channel006/720p.m3u8
浙江经视,http://ali-m-l.cztv.com/channels/lantian/channel003/720p.m3u8
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8
之江记录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?
之江纪录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江记录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?$浙江官方
浙江经济生活,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
浙江钱江台,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8#http://zwebl02.cztv.com/live/channel021080P.m3u8?auth_key=2524708799-0-0-43f14b8147c890428975655007afb4cc#http://api3.52tb.xyz/info?id=436&token=20230226bgyszp#https://stream1.freetv.fun/zhe-jiang-qian-jiang-du-shi-4.ctv#https://stream1.freetv.fun/zhe-jiang-qian-jiang-du-shi-1.m3u8#https://stream1.freetv.fun/zhe-jiang-qian-jiang-du-shi-3.ctv#http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed#http://zhfivel02.cztv.com/channel02/1080p.m3u8?auth_key=2524708799-0-0-2f7bb420bfd1d218b9c7b07c0ac1ba2f#https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8\r\n#https://stream1.freetv.fun/bf079ada709563bdd095159c02dfb5afb53c24e643b73f987100b9d25e9c8f41.m3u8#https://stream1.freetv.fun/zhe-jiang-qian-jiang-du-shi-5.ctv#https://stream1.freetv.fun/zhe-jiang-qian-jiang-du-shi-2.m3u8
浙江钱江台,http://live.cztv.cc:85/live/ggpd.m3u8
